company,job_title,company_rating,location,salary_avg_estimate,salary_estimate_payperiod,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
Getinz,Data Engineer - GCV - HYD,4.5,Hyderābād,1350000,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.4,4.1,4.5,4.4,4.5
HSO,HSO - GS - SQL & Data Migration,4.1,Bengaluru,328634,/yr (est.),1001 to 5000 Employees,1987,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,4,4.2,3.9,3.8,4.1
Evalueserve,Analyst-Data Engineer,3.7,Gurgaon,774665,/yr (est.),1001 to 5000 Employees,2000,Company - Private,Business Consulting,Business Consulting,Unknown / Non-Applicable,3.6,3.2,3.7,3.5,3.6
Sakhatech Information Systems,Data Engineer - California,4.3,Bengaluru,538615,/yr (est.),51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.2,3.9,4.2,4.1,4.2
Tech mahindra,GCP Data Engineer,3.6,Bengaluru,421710,/yr (est.),10000+ Employees,1986,Company - Public,Information Technology Support Services,Information Technology Support Services,$5 to $10 billion (USD),3.5,3,3.5,3.2,3.5
TMI Group,"Data Scientist (Statistian, Bayesian modelli...",3.9,Hyderābād,1750000,/yr (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,5,3,5,5,5
HQ Account LLC,Data Engineer,4.1,Cochin,376162,/yr (est.),10000+ Employees,1867,Company - Public,Food & Beverage Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),3.9,3.9,4.1,3.7,3.7
BOLD LLC,Data Science Architect- I,,Noida,469574,/yr (est.),Unknown,Unknown,Company - Private,Architectural & Engineering Services,Architectural & Engineering Services,Unknown / Non-Applicable,4,5,4,5,4
ShowTime Consulting,Data Lead,,Hyderābād,815093,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
ANZ Banking Group,Data Engineer,4.1,Bengaluru,799375,/yr (est.),5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Banking & Lending,Unknown / Non-Applicable,3.8,3.7,4.1,3.6,4.1
Food Memories,"Specialist, Data analytics",,Delhi,0,Unknown,Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Synopsys,Data Analyst (License Compliance),4,Noida,519591,/yr (est.),10000+ Employees,1986,Company - Public,Computer Hardware Development,Computer Hardware Development,$2 to $5 billion (USD),3.9,3.7,4.1,3.8,4
RP2,Data Science Intern,,Cochin,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
MRI Software,Data Engineer Level II,3.6,Bengaluru,401313,/yr (est.),1001 to 5000 Employees,1971,Company - Private,Computer Hardware Development,Computer Hardware Development,$100 to $500 million (USD),3.6,3.4,3.8,3.4,3.9
RamSoft,Data Engineer,3.4,Bengaluru,857763,/yr (est.),51 to 200 Employees,1994,Company - Private,Software Development,Software Development,Unknown / Non-Applicable,3.1,3.6,3.2,3.1,3.7
Cashflo,Data Analyst,,Mumbai,264811,/yr (est.),51 to 200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.6,3.7,4.3,3.9,4.4
Merck KGaA Darmstadt Germany,Head of Data Science & AI,4,Bengaluru,0,Unknown,10000+ Employees,1668,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3.5,3.8,3.9,3.4,3.9
Warner Bros. Discovery,Associate Data Engineer,3.6,Hyderābād,556230,/yr (est.),10000+ Employees,2003,Company - Public,Film Production,Film Production,$10+ billion (USD),3.1,3.6,3.4,3,3.6
Sprinklr,Data quality Analyst,3.4,Gurgaon,779230,/yr (est.),1001 to 5000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.3,3.8,3.1,3,2.8
JPMorgan Chase & Co,Reference Data Specialist - Digital Document Services,4,India,0,Unknown,10000+ Employees,1799,Company - Public,Banking & Lending,Banking & Lending,$10+ billion (USD),4,3.9,3.9,3.6,3.7
IPRO INDIA,Data Analyst,,Chandigarh,0,Unknown,Unknown,Unknown,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4,4,4,4,4
KPMG,Lighthouse Pyspark Data Engineer,3.8,Bengaluru,591608,/yr (est.),10000+ Employees,1987,Company - Private,Business Consulting,Business Consulting,$2 to $5 billion (USD),4,3.3,3.7,3.5,3
Princeton IT America,Data Visualisation,,Bengaluru,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Sciera,Jr Data Scientist,,Chennai,670820,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Accounting & Tax,Accounting & Tax,Less than $1 million (USD),4.4,3.5,4.1,4.3,4.4
Arm,Data Platform Administrator,4.4,Bengaluru,555354,/yr (est.),1001 to 5000 Employees,1990,Company - Public,Computer Hardware Development,Computer Hardware Development,$2 to $5 billion (USD),4.2,4.2,4.5,3.9,4.4
SIGMOID,Associate Data Scientist,4,Bengaluru,861070,/yr (est.),501 to 1000 Employees,2013,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4,3.8,3.8,3.8,3.7
S&P Global,LNG Data Analyst,4.1,Gurgaon,578496,/yr (est.),10000+ Employees,1860,Company - Public,Research & Development,Research & Development,$10+ billion (USD),3.8,3.8,4.2,3.8,4.2
Komodo Health,Research Data Analyst,3.5,Chennai,476943,/yr (est.),501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.3,3.7,3.5,3.1,3.8
Criteo,"Data Analyst, Retail Media, India",4.2,Gurgaon,910165,/yr (est.),1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Internet & Web Services,$2 to $5 billion (USD),3.8,4.1,4.4,3.8,4.4
Macgence Technologies (OPC) PVT LTD,Internship (Data Annotation),4.8,Remote,5000,/mo (est.),Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,5,5,5,5,5
UST,Lead I - Data Science,4,Cochin,0,Unknown,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,3.8,3.5,4,3.7,4
Helius Technologies,Data Analyst (KYC),4.2,India,0,Unknown,501 to 1000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology Support Services,$5 to $25 million (USD),4,4,4.3,4.1,4.3
Truedge Software Solutions,"Technology head Data science, data analytics background",4.2,Hyderābād,0,Unknown,51 to 200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.2,3.8,4.2,3.1,4
Boston Consulting Group,Data Analyst - X Delivery,4,Delhi,0,Unknown,10000+ Employees,1963,Company - Private,Business Consulting,Business Consulting,$5 to $10 billion (USD),3.9,4,3.8,3.5,3.1
SAP,Data Scientist for 3rd Party Data Management,4.4,Bengaluru,734492,/yr (est.),10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,4,4.4,3.9,4.3
Bolla Management India LLP,Data Analyst,3.5,Hyderābād,0,Unknown,Unknown,Unknown,Company - Public,Convenience & Corner Stores,Convenience & Corner Stores,Unknown / Non-Applicable,,,,,
Scaler Academy,Assistant Manager :: Data Analyst,4,Bengaluru,262907,/yr (est.),51 to 200 Employees,2019,Company - Private,Education Support & Training Services,Education Support & Training Services,Unknown / Non-Applicable,3.9,4.3,3.8,3.5,3.6
BlackRock,"Analyst/Associate, Data Engineering- Gen AI",4,Gurgaon,0,Unknown,10000+ Employees,1988,Company - Public,Investment & Asset Management,Investment & Asset Management,$10+ billion (USD),3.9,3.7,3.9,3.6,3.6
Informatica,Member Data Science,3.9,Bengaluru,0,Unknown,5001 to 10000 Employees,1993,Company - Public,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$2 to $5 billion (USD),3.7,3.9,4,3.5,3.9
Creditas Solutions,Data Analyst,3.5,Gurgaon,747390,/yr (est.),51 to 200 Employees,2015,Company - Private,Research & Development,Research & Development,Unknown / Non-Applicable,3.8,3.5,3.4,3.6,3.4
AgilizTech Software Services,Data Analyst,,Bengaluru,526498,/yr (est.),1 to 50 Employees,2015,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4,3.5,4.2,4.1,3.9
ADCI - Haryana - D50,"Data Associate I (German), ML Data Ops",3.7,Gurgaon,314223,/yr (est.),10000+ Employees,1994,Company - Public,Internet & Web Services,Internet & Web Services,$10+ billion (USD),3.7,3.8,3.6,3.3,3.2
Indecomm Global Services,Lead Associate (Data Analysis),4,Bengaluru,266623,/yr (est.),1001 to 5000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$100 to $500 million (USD),3.9,3.6,3.8,3.7,3.9
Marktine Technology Solutions,Data Enginerr(Python + Sql),4.2,Bengaluru,1600000,/yr (est.),51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology Support Services,$1 to $5 million (USD),4,3.7,4.1,4.1,4.3
Flutch Technology Pvt Ltd,Data Entry Intern,,Bengaluru,5500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Moody's,Data Analyst,3.9,Bengaluru,472696,/yr (est.),10000+ Employees,1900,Company - Public,Research & Development,Research & Development,$2 to $5 billion (USD),3.4,3.4,3.8,3.4,3.7
Hilabs,Principal Data Scientist,3.6,Bengaluru,979796,/yr (est.),51 to 200 Employees,2014,Company - Private,Software Development,Software Development,$5 to $25 million (USD),3.5,3.9,3.4,3.4,3.1
USP (U.S. Pharmacopeial Convention),Associate Data Scientist,3.7,India,0,Unknown,1001 to 5000 Employees,1820,Non-profit Organisation,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,4,3.8,3.5,3.9
Google,"Technical Program Manager, Data Analytics",4.4,Bengaluru,0,Unknown,10000+ Employees,1998,Company - Public,Internet & Web Services,Internet & Web Services,$10+ billion (USD),4.2,4.5,4.3,3.9,4.2
Merkle,Customer Analytics / Data Science - Lead Analyst - Analytics,3.7,Bengaluru,513142,/yr (est.),10000+ Employees,1971,Company - Private,Advertising & Public Relations,Advertising & Public Relations,$2 to $5 billion (USD),3.5,3.2,3.7,3.3,3.8
Vexma Technologies,Data Entry,4,Vadodara,150838,/yr (est.),1 to 50 Employees,2015,Company - Private,Machinery Manufacturing,Machinery Manufacturing,Unknown / Non-Applicable,4.3,3.5,4.4,3.9,3.5
Novartis,Environmental Data & Analytics Expert,3.9,Hyderābād,0,Unknown,Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Heptarc Technology Solution,Data Analyst,5,India,0,Unknown,Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,5,5,5,5,5
Sagacious IP,Data Analyst,4.3,Gurgaon,277156,/yr (est.),201 to 500 Employees,2008,Company - Private,Research & Development,Research & Development,Unknown / Non-Applicable,4.4,4,4.2,4.1,3.9
Ignitho,AWS Data Engineer,4.3,Chennai,250414,/yr (est.),51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.4,4.1,4.3,4.1,4.4
nurture.farm,Data Analyst,4.8,Bengaluru,494975,/yr (est.),1 to 50 Employees,2016,Private Practice / Firm,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.6,3.9,4.8,4.4,4.3
Growisto,Data Management & MIS Associate,4.3,Navi Mumbai,522034,/yr (est.),51 to 200 Employees,2016,Company - Private,Advertising & Public Relations,Advertising & Public Relations,Unknown / Non-Applicable,4.4,4.2,4.4,4.3,3.9
Wells Fargo,Data Governance Analyst,3.6,Hyderābād,0,Unknown,10000+ Employees,1852,Company - Public,Banking & Lending,Banking & Lending,$10+ billion (USD),3.5,3.7,3.5,3.1,3.6
JPMorgan Chase & Co,Product Owner Data Acquisition Securities - Associate,4,India,0,Unknown,10000+ Employees,1799,Company - Public,Banking & Lending,Banking & Lending,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Dhwani Rural Information Systems,Data Engineer,3.8,Gurgaon,388673,/yr (est.),51 to 200 Employees,2015,Company - Private,Software Development,Software Development,$1 to $5 million (USD),3.9,3.3,3.8,3.7,3.3
Rahi Systems,Senior Executive - Data Analytics,3.8,Pune,1750000,/yr (est.),501 to 1000 Employees,2012,Company - Private,Information Technology Support Services,Information Technology Support Services,$100 to $500 million (USD),3.5,3.5,3.8,3.6,3.4
Hexanika,Data Analyst,3.5,Pune,367423,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.8,3.1,3.9,3.8,3.7
Squalas,Data Warehouse ETL Tester,5,Hyderābād,258198,/yr (est.),1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,5,5,5,5,5
Techigai,Data Engineer,,Hyderābād,612372,/yr (est.),201 to 500 Employees,2020,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.2,3.7,3.8,3.9,3.8
ASI-Apex Sourcing,Data Analyst,,Delhi,0,Unknown,1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4,4,4,5,4
Medtronic,Data Analyst,3.9,India,0,Unknown,10000+ Employees,1949,Company - Public,Health Care Products Manufacturing,Health Care Products Manufacturing,$10+ billion (USD),3.6,3.7,3.8,3.2,3.6
ADCI - Uttar Pradesh,Data Engineer,3.7,Noida,520769,/yr (est.),10000+ Employees,1994,Company - Public,Internet & Web Services,Internet & Web Services,$10+ billion (USD),3.7,3.8,3.6,3.3,3.2
Clairvoyant,Python Data Engineer,4,Pune,683831,/yr (est.),501 to 1000 Employees,2012,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,3.9,3.7,4,3.8,3.8
Everstylish Lifestyle Pvt. Ltd.,Data Entry Operator,,Gurgaon,13500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Parexel,Data Management Lead II,3.8,Remote,0,Unknown,10000+ Employees,1982,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3.7,3.6,3.8,3.5,3.7
Trukky Logistics,Data science internship,,Gurgaon,0,Unknown,1 to 50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,3.1,2.9,2.9,3.2,2.7
Optimum Info,Junior Analyst- Financial Data,,Noida,226362,/yr (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Providence Global Center,Data Annotation Analyst,3.6,Hyderābād,315247,/yr (est.),501 to 1000 Employees,1855,Non-profit Organisation,Healthcare Services & Hospitals,Healthcare Services & Hospitals,Unknown / Non-Applicable,3.6,3.4,3.7,3.1,3.4
Elfonze Technologies,"Microsoft Azure including Azure Blob Storage, Azure Data Lake Storage.",4.8,Hyderābād,352564,/yr (est.),51 to 200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,4.8,4.6,4.8,4.8,4.7
altbalaji,Data Analyst,2.8,Mumbai,264811,/yr (est.),51 to 200 Employees,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,3,2.9,2.3,2.3,2
Biz4Group,AI Data Scientist,4.4,Jaipur,571421,/yr (est.),1 to 50 Employees,2003,Company - Private,Information Technology Support Services,Information Technology Support Services,Unknown / Non-Applicable,4.2,4,4.2,4.3,4.2
Angel broking,Data Scientist 2,4.2,India,0,Unknown,1001 to 5000 Employees,1987,Company - Private,Investment & Asset Management,Investment & Asset Management,Unknown / Non-Applicable,4.1,4,4.1,3.9,4.1
Indecomm Technology Services,Lead Associate (Data Analysis),4,Bengaluru,266623,/yr (est.),1001 to 5000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,$100 to $500 million (USD),3.9,3.6,3.8,3.7,3.9
Bombay Play,Data Analyst,4.3,Bengaluru,240000,/yr (est.),51 to 200 Employees,2017,Company - Private,Video Game Publishing,Video Game Publishing,Unknown / Non-Applicable,4.3,4.2,4.3,4.1,4.3
Aicence,Data Engineer,,Pune,689379,/yr (est.),1 to 50 Employees,Unknown,Contract,Unknown,Unknown,Unknown / Non-Applicable,3.7,3.7,3.7,3.3,3.5
Adobe,BI Consultant,4.3,Bengaluru,0,Unknown,10000+ Employees,1982,Company - Public,Computer Hardware Development,Computer Hardware Development,$2 to $5 billion (USD),4,4.2,4.4,3.9,4.2
Screen Magic Mobile Media Pvt. Ltd.,Data Analyst,3.6,Pune,463527,/yr (est.),51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.7,3.6,3.3,3.2,3.2
Recruise,1700_HCP_Data Science,4.6,Bengaluru,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
SAVVI SALES AND SERVICE PVT.LTD.,Computer Data Entry Operator,,Haryāna,7500,/mo (est.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,
Gravity Infosoft,Data Entry Operator,,Delhi,0,Unknown,Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,
